ID	DOCULECT	DOCULECT_TRANSLATION	HAND_NUMBER	CONCEPTICON	CONCEPT	HANDSHAPE_1	HANDSHAPE_2	TOKENS	COGIDS	COGID	NARROW_CONCEPT	ALIGNMENT	DOCULECT_NAME	NOTE	YEAR	SOURCE	BORROWING	COGNACY	2ID
35	Czech_SL	Czech Sign Language	2		e			¹/Hflat ¹/Hf_bend + ²/Hc_all	246 88	33	e	¹/Hflat ¹/Hf_bend + ²/Hc_all	Ceský Znakový Jazyk		2006	Hudáková 2006			
61	American_SL	American Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
87	Indian_SL	Indian Sign Language	2		e			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	86 212	95	e	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Indian Sign Language			spreadthesign.com			
113	British_SL	British Sign Language	2		e			¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	86 273	211	e	¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	British Sign Language						
140	Estonian_SL	Estonian Sign Language	1		e			¹/Hp_all	258	204	e	¹/Hp_all	Eesti viipekeel						
170	French_SL	French Sign Language	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_acr	301	281	e	¹/Hflat ¹/Hf_hook ¹/Hth_acr	Langue des signes française						
197	Austrian_SL	Austrian Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Österreichische Gebärdensprache					!IMA!	
226	German_SL	German Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Deutsche Gebärdensprache					!IMA!	
252	Greek_SL	Greek Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	ε	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Ελληνική νοηματική γλώσσα			Hatzopoulou 2008			
254	Greek_SL	Greek Sign Language	1		h			¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	71	28	η	¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	Ελληνική νοηματική γλώσσα			Hatzopoulou 2008			
278	Latvian_SL	Latvian Sign Language	1		e			¹/Hp_all ¹/Hf_str	258	204	e	¹/Hp_all ¹/Hf_str	Latviešu zīmju valodas						
309	Lithuanian_SL	Lithuanian Sign Language	1		e			¹/Hp_all ¹/Hf_str	258	204	e	¹/Hp_all ¹/Hf_str	Lietuvių gestų kalba						
334	Polish_SL	Polish Sign Language	1		e			¹/Hp_all ¹/Hf_str	258	204	e	¹/Hp_all ¹/Hf_str	Polski Język Migowy				!borrowed!		
366	Portuguese_SL	Portuguese Sign Language	1		e			¹/Hp_12 ¹/HLf_mid	259	206	e	¹/Hp_12 ¹/HLf_mid	Língua gestual portuguesa					?cognacy?	
393	Russian_SL	Russian Sign Language	1		e			¹/Hp_all	258	204	е	¹/Hp_all	Русский Жестовый Язык						
426	Spanish_SL	Spanish Sign Language	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_out ¹/Lthu	311	298	e	¹/Hflat ¹/Hf_hook ¹/Hth_out ¹/Lthu	Lengua de Signos Española						
454	Swedish_SL	Swedish Sign Language	1		e			¹/Hfist ¹/Hbetw	412	216	e	¹/Hfist ¹/Hbetw	Svenskt teckenspråk						
482	Turkish_SL	Turkish Sign Language	2		e			¹/Hp_op ¹/Lpin ¹/Hf_hook + ²/Hf_2 ²/Hth_acr	425 586	227	e	¹/Hp_op ¹/Lpin ¹/Hf_hook + ²/Hf_2 ²/Hth_acr	Türk İşaret Dili			spreadthesign.com			
517	Croatian_SL	Croatian Sign Language	1		e			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	467	250	e	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Izaberi jezik			Kuhn et al 2006			
548	Icelandic_SL	Icelandic Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Íslenskt Táknmál						
582	Italian_SL	Italian Sign Language	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_acr	301	281	e	¹/Hflat ¹/Hf_hook ¹/Hth_acr	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
609	Brazilian_SL	Brazilian Sign Language	1		e			¹/Hflat ¹/Hf_hook	301	281	e	¹/Hflat ¹/Hf_hook	Libras						
635	Mexican_SL	Mexican Sign Language	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_acr	301	281	e	¹/Hflat ¹/Hf_hook ¹/Hth_acr	Lengua de Señas Mexicana						
705	Ukranian_SL	Ukranian Sign Language	1		e			¹/Hp_all	258	204	е	¹/Hp_all	Українська жестова мова						
736	Australian_SL	Australian Sign Language	2		e			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	86 212	95	e	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Auslan						
762	Danish_SL	Danish Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Dansk Tegnsprog					!IMA!	
790	Norwegian_SL	Norwegian Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Norsk tegnspråk						
816	Finnish_SL	Finnish Sign Language	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_acr	301	281	e	¹/Hflat ¹/Hf_hook ¹/Hth_acr	Suomalainen viittomakieli					!IMA!	
844	Yebra_1593	Refugium Infirmorum	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_out	311	298	e	¹/Hflat ¹/Hf_hook ¹/Hth_out			1593	Yebra 1593			
866	Bonet_1620	Bonet	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_op	301	281	e	¹/Hflat ¹/Hf_hook ¹/Hth_op			1620	Bonet 1620			
886	Turkish_SL	Turkish Sign Language	2		e			¹/Hf_2 ¹/Hth_acr + ²/Hc_12	52 272	212	e	¹/Hf_2 ¹/Hth_acr + ²/Hc_12	Türk İşaret Dili			Zeshan 2003			
894	Flemish_SL	Flemish Sign Language	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_op	301	281	e	¹/Hflat ¹/Hf_hook ¹/Hth_op	Vlaamse Gebarentaal						
920	French-Belgian_SL	French Belgian Sign Language	1		e			¹/Hflat ¹/Hf_hook ¹/Hth_acr	301	281	e	¹/Hflat ¹/Hf_hook ¹/Hth_acr	Langue des signes de Belgique Francophone						
947	Dutch_SL	Sign Language of the Netherlands	1		e			¹/Hfist ¹/Hbetw	412	216	e	¹/Hfist ¹/Hbetw	Nederlandse Gebarentaal					?cognacy?	
973	American_1918	American Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	American Sign Language		1918	Long 1918			
999	French_1856	French Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Langue des signes française		1856	Pelissier 1856			
21	Bulgarian_SL	Bulgarian Sign Language	1		f			¹/Hflat ¹/Hf_str	276	214	ф	¹/Hflat ¹/Hf_str	български жестомимичен език			spreadthesign.com			
36	Czech_SL	Czech Sign Language	2		f			¹/Hf_23_s ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	90 92	34	f	¹/Hf_23_s ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Ceský Znakový Jazyk		2006	Hudáková 2006			
62	American_SL	American Sign Language	1		f			¹/Hp_op	313	300	f	¹/Hp_op	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
88	Indian_SL	Indian Sign Language	2		f			¹/Hf_23 ¹/Hth_acr + ²/Hf_23 ²/Hth_acr	214 215	79	f	¹/Hf_23 ¹/Hth_acr + ²/Hf_23 ²/Hth_acr	Indian Sign Language			spreadthesign.com			
114	British_SL	British Sign Language	2		f			¹/Hf_23 ¹/Hth_acr + ²/Hf_23 ²/Hth_acr	214 215	79	f	¹/Hf_23 ¹/Hth_acr + ²/Hf_23 ²/Hth_acr	British Sign Language						
141	Estonian_SL	Estonian Sign Language	1		f			¹/Hflat ¹/Hf_str	276	214	f	¹/Hflat ¹/Hf_str	Eesti viipekeel						
171	French_SL	French Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Langue des signes française						
198	Austrian_SL	Austrian Sign Language	1		f			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	313	300	f	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Österreichische Gebärdensprache					!IMA!	
227	German_SL	German Sign Language	1		f			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	313	300	f	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Deutsche Gebärdensprache					!IMA!	
268	Greek_SL	Greek Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	169	150	φ	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	Ελληνική νοηματική γλώσσα			Hatzopoulou 2008			
280	Latvian_SL	Latvian Sign Language	1		f			¹/Hflat ¹/Hf_str	276	214	f	¹/Hflat ¹/Hf_str	Latviešu zīmju valodas						
310	Lithuanian_SL	Lithuanian Sign Language	1		f			¹/Hflat ¹/Hf_str	276	214	f	¹/Hflat ¹/Hf_str	Lietuvių gestų kalba				!borrowed!		
335	Polish_SL	Polish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	Polski Język Migowy						
367	Portuguese_SL	Portuguese Sign Language	1		f			¹/Hp_op ¹/HLf_pad ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Língua gestual portuguesa				!borrowed!		
409	Russian_SL	Russian Sign Language	1		f			¹/Hflat ¹/Hf_str	276	214	ф	¹/Hflat ¹/Hf_str	Русский Жестовый Язык						
427	Spanish_SL	Spanish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Lengua de Signos Española	possibly borrowed					
455	Swedish_SL	Swedish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	182	302	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Svenskt teckenspråk				!borrowed!		
483	Turkish_SL	Turkish Sign Language	2		f			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_out	329 427	228	f	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_out	Türk İşaret Dili			Zeshan 2003			
518	Croatian_SL	Croatian Sign Language	2		f			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hf_2 ²/Hf_bend ²/Hth_acr	327 331	251	f	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hf_2 ²/Hf_bend ²/Hth_acr	Izaberi jezik			Kuhn et al 2006			
550	Icelandic_SL	Icelandic Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Íslenskt Táknmál				!borrowed!		
583	Italian_SL	Italian Sign Language	1		f			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	313	300	f	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
610	Brazilian_SL	Brazilian Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Libras						
636	Mexican_SL	Mexican Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Lengua de Señas Mexicana						
685	Pakistan_SL	Pakistan Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	ف	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	پاکستانی اشارتی زبان						
723	Ukranian_SL	Ukranian Sign Language	1		f			¹/Hflat ¹/Hf_str	276	214	ф	¹/Hflat ¹/Hf_str	Українська жестова мова						
737	Australian_SL	Australian Sign Language	2		f			¹/Hf_23 ¹/Hth_acr + ²/Hf_23 ²/Hth_acr	214 215	79	f	¹/Hf_23 ¹/Hth_acr + ²/Hf_23 ²/Hth_acr	Auslan						
763	Danish_SL	Danish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Dansk Tegnsprog					!IMA!	
791	Norwegian_SL	Norwegian Sign Language	1		f			¹/Hf_2	164	53	f	¹/Hf_2	Norsk tegnspråk						
817	Finnish_SL	Finnish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Suomalainen viittomakieli					!IMA!	
845	Yebra_1593	Refugium Infirmorum	1		f			¹/Hp_op ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu	274	213	f	¹/Hp_op ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu			1593	Yebra 1593			
867	Bonet_1620	Bonet	1		f			¹/Hflat ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu	274	213	f	¹/Hflat ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu			1620	Bonet 1620			
895	Flemish_SL	Flemish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	Vlaamse Gebarentaal						
921	French-Belgian_SL	French Belgian Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Langue des signes de Belgique Francophone						
948	Dutch_SL	Sign Language of the Netherlands	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Nederlandse Gebarentaal						
974	American_1918	American Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/ɥp ̞p ¹/ʎind ¹/ɥʎf_side ¹/ʎthu ¹/ʎmid ¹/ɥʎf_side ¹/ʎrin ¹/ʎrin ¹/ɥʎf_side ¹/ʎpin	American Sign Language		1918	Long 1918			
1000	French_1856	French Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Langue des signes française		1856	Pelissier 1856			
4	Bulgarian_SL	Bulgarian Sign Language	1		g			¹/Hf_2 ¹/Hth_out	5	4	г	¹/Hf_2 ¹/Hth_out	български жестомимичен език			spreadthesign.com			
37	Czech_SL	Czech Sign Language	2		g			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hc_12	758 873	109	g	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hc_12	Ceský Znakový Jazyk		2006	Hudáková 2006			
63	American_SL	American Sign Language	1		g			¹/Hf_2	8	60	g	¹/Hf_2 	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
89	Indian_SL	Indian Sign Language	2		g			¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	216 218	80	g	¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	Indian Sign Language			spreadthesign.com			
115	British_SL	British Sign Language	2		g			¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	216 218	80	g	¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	British Sign Language						
142	Estonian_SL	Estonian Sign Language	1		g			¹/Hf_2 ¹/Hth_acr	8	60	g	¹/Hf_2 ¹/Hth_acr	Eesti viipekeel						
172	French_SL	French Sign Language	1		g			¹/Hf_2	8	60	g	¹/Hf_2 	Langue des signes française						
199	Austrian_SL	Austrian Sign Language	1		g			¹/Hf_2 ¹/Hth_acr	8	60	g	¹/Hf_2 ¹/Hth_acr	Österreichische Gebärdensprache					!IMA!	
228	German_SL	German Sign Language	1		g			¹/Hf_2 ¹/Hth_acr	8	60	g	¹/Hf_2 ¹/Hth_acr	Deutsche Gebärdensprache					!IMA!	
250	Greek_SL	Greek Sign Language	1		g			¹/Hf_2 ¹/Hth_out	5	4	γ	¹/Hf_2 ¹/Hth_out	Ελληνική νοηματική γλώσσα			Hatzopoulou 2008			
281	Latvian_SL	Latvian Sign Language	1		g			¹/Hfist ¹/Hf_bend ¹/Hth_out	11	156	g	¹/Hfist ¹/Hf_bend ¹/Hth_out	Latviešu zīmju valodas						
311	Lithuanian_SL	Lithuanian Sign Language	1		g			¹/Hp_op ¹/Hf_bend ¹/Lmid + ¹/Hc_op ¹/Lmid	278 177	71	g	¹/Hp_op ¹/Hf_bend ¹/Lmid + ¹/Hc_op ¹/Lmid	Lietuvių gestų kalba	sequential				?cognacy?	
336	Polish_SL	Polish Sign Language	1		g			¹/Hp_op ¹/Hf_bend ¹/Lmid + ¹/Hc_op ¹/Lmid	278 177	71	g	¹/Hp_op ¹/Hf_bend ¹/Lmid + ¹/Hc_op ¹/Lmid	Polski Język Migowy	sequential				?cognacy?	
368	Portuguese_SL	Portuguese Sign Language	1		g			¹/Hfist ¹/Hth_acr	9	186	g	¹/Hfist ¹/Hth_acr	Língua gestual portuguesa						
391	Russian_SL	Russian Sign Language	1		g			¹/Hf_2 ¹/Hth_out	5	4	г	¹/Hf_2 ¹/Hth_out	Русский Жестовый Язык						
428	Spanish_SL	Spanish Sign Language	1		g			¹/Hf_2 ¹/Hth_acr	8	60	g	¹/Hf_2 ¹/Hth_acr	Lengua de Signos Española	possibly borrowed					
456	Swedish_SL	Swedish Sign Language	1		g			¹/Hfist ¹/Hth_acr	9	186	g	¹/Hfist ¹/Hth_acr	Svenskt teckenspråk						
484	Turkish_SL	Turkish Sign Language	2		g			¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	216 218	80	g	¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	Türk İşaret Dili						
519	Croatian_SL	Croatian Sign Language	2		g			¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	216 218	80	g	¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	Izaberi jezik			Kuhn et al 2006			
551	Icelandic_SL	Icelandic Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_side ¹/Lthu	278	218	g	¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_side ¹/Lthu	Íslenskt Táknmál						
584	Italian_SL	Italian Sign Language	1		g			¹/Hf_2 ¹/Hth_acr	8	60	g	¹/Hf_2 ¹/Hth_acr	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
611	Brazilian_SL	Brazilian Sign Language	1		g			¹/Hf_2	8	60	g	¹/Hf_2	Libras	Or ¹/Hf_2 ¹/Hth_out					
637	Mexican_SL	Mexican Sign Language	1		g			¹/Hf_2 ¹/Hth_out	8	60	g	¹/Hf_2 ¹/Hth_out	Lengua de Señas Mexicana						
688	Pakistan_SL	Pakistan Sign Language	1		g			¹/Hf_2	8	60	گ	¹/Hf_2	پاکستانی اشارتی زبان						
702	Ukranian_SL	Ukranian Sign Language	1		g			¹/Hf_2 ¹/Hth_out	5	4	г	¹/Hf_2 ¹/Hth_out	Українська жестова мова						
738	Australian_SL	Australian Sign Language	2		g			¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	216 218	80	g	¹/Hfist ¹/Hth_acr + ²/Hfist ²/Hth_acr	Auslan						
764	Danish_SL	Danish Sign Language	1		g			¹/Hc_12 ¹/Hf_str	8	60	g	¹/Hc_12 ¹/Hf_str	Dansk Tegnsprog					!IMA!	
792	Norwegian_SL	Norwegian Sign Language	1		g			¹/Hf_2 ¹/Hf_bend ¹/Hth_out ¹/Lthu	178	69	g	¹/Hf_2 ¹/Hf_bend ¹/Hth_out ¹/Lthu	Norsk tegnspråk						
818	Finnish_SL	Finnish Sign Language	1		g			¹/Hc_12	8	60	g		Suomalainen viittomakieli					!IMA!	
846	Yebra_1593	Refugium Infirmorum	1		g			¹/Hp_op ¹/Hf_bend ¹/Lmid ¹/HLf_side ¹/Lthu	278	218	g	¹/Hp_op ¹/Hf_bend ¹/Lmid ¹/HLf_side ¹/Lthu			1593	Yebra 1593			
868	Bonet_1620	Bonet	1		g			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	8	60	g	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin			1620	Bonet 1620			
887	Turkish_SL	Turkish Sign Language	2		g			¹/Hc_12 + ²/Hc_12	758 873	109	g		Türk İşaret Dili						
896	Flemish_SL	Flemish Sign Language	1		g			¹/Hc_12 ¹/Hf_str	8	60	g	¹/Hc_12 ¹/Hf_str	Vlaamse Gebarentaal						
922	French-Belgian_SL	French Belgian Sign Language	1		g			¹/Hc_12	8	60	g		Langue des signes de Belgique Francophone						
949	Dutch_SL	Sign Language of the Netherlands	1		g			¹/Hp_12 ¹/Hf_str ¹/Lind ¹/HLf_mid ¹/Lthu	8	60	g	¹/Hp_12 ¹/Hf_str ¹/Lind ¹/HLf_mid ¹/Lthu	Nederlandse Gebarentaal						
975	American_1918	American Sign Language	1		g			¹/Hf_2	8	60	g	¹/Hf_2 	American Sign Language		1918	Long 1918			
1001	French_1856	French Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	8	60	g	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	Langue des signes française		1856	Pelissier 1856			
703	Ukranian_SL	Ukranian Sign Language	1		g'			¹/Hf_2 ¹/Hth_out + ¹/Hf_2 ¹/Hth_out ¹/Lthu ¹/Hf_hook	180 181	125	ґ	¹/Hf_2 ¹/Hth_out + ¹/Hf_2 ¹/Hth_out ¹/Lthu ¹/Hf_hook	Українська жестова мова	sequential					
38	Czech_SL	Czech Sign Language	2		h			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	98 100	36	h	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Ceský Znakový Jazyk		2006	Hudáková 2006			
64	American_SL	American Sign Language	1		h			¹/Hf_23 ¹/Hth_acr	171	145	h	¹/Hf_23 ¹/Hth_acr	American Sign Language			Tennant & Brown 1998; spreadthesign.com			
90	Indian_SL	Indian Sign Language	2		h			¹/Hflat ¹/Hth_out + ²/Hflat ²/Hth_out	220 222	96	h	¹/Hflat ¹/Hth_out + ²/Hflat ²/Hth_out	Indian Sign Language			spreadthesign.com			
116	British_SL	British Sign Language	2		h			¹/Hflat + ²/Hflat	220 222	96	h	¹/Hflat + ²/Hflat	British Sign Language						
143	Estonian_SL	Estonian Sign Language	1		h			¹/Hf_23_s ¹/Hth_acr	56	113	h	¹/Hf_23_s ¹/Hth_acr	Eesti viipekeel	downward orientation					
173	French_SL	French Sign Language	1		h			¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	71	28	h	¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	Langue des signes française	Origin unclear					
200	Austrian_SL	Austrian Sign Language	1		h			¹/Hf_23 ¹/Hth_acr	171	145	h	¹/Hf_23 ¹/Hth_acr	Österreichische Gebärdensprache					!IMA!	
229	German_SL	German Sign Language	1		h			¹/Hf_23 ¹/Hth_acr	171	145	h	¹/Hf_23 ¹/Hth_acr	Deutsche Gebärdensprache					!IMA!	
283	Latvian_SL	Latvian Sign Language	1		h			¹/Hp_op ¹/Hf_bend ¹/Lrin	312	299	h	¹/Hp_op ¹/Hf_bend ¹/Lrin	Latviešu zīmju valodas	RSL н					
312	Lithuanian_SL	Lithuanian Sign Language	1		h			¹/Hf_23_s ¹/Hf_bend ¹/Hth_acr	270	167	h	¹/Hf_23_s ¹/Hf_bend ¹/Hth_acr	Lietuvių gestų kalba						
337	Polish_SL	Polish Sign Language	1		h			¹/Hf_23_s ¹/Hf_bend ¹/Hth_acr	270	167	h	¹/Hf_23_s ¹/Hf_bend ¹/Hth_acr	Polski Język Migowy						
369	Portuguese_SL	Portuguese Sign Language	1		h			¹/Hflat ¹/Hth_op ¹/Lthu ¹/Hf_bend ¹/Lind ¹/Hf_hook	72	187	h	¹/Hflat ¹/Hth_op ¹/Lthu ¹/Hf_bend ¹/Lind ¹/Hf_hook	Língua gestual portuguesa					?cognacy?	
429	Spanish_SL	Spanish Sign Language	1		h			¹/Hf_23_s ¹/Hth_out	73	205	h	¹/Hf_23_s ¹/Hth_out	Lengua de Signos Española	Later addition					
457	Swedish_SL	Swedish Sign Language	1		h			¹/Hp_op	72	187	h	¹/Hp_op	Svenskt teckenspråk						
486	Turkish_SL	Turkish Sign Language	2		h			¹/Hf_2 ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr ²/Lind ²/Lpin	74 54	230	h	¹/Hf_2 ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr ²/Lind ²/Lpin	Türk İşaret Dili			Zeshan 2003			
