ID	DOCULECT	DOCULECT_TRANSLATION	HAND_NUMBER	CONCEPTICON	CONCEPT	HANDSHAPE_1	HANDSHAPE_2	TOKENS	COGIDS	COGID	NARROW_CONCEPT	ALIGNMENT	DOCULECT_NAME	NOTE	YEAR	SOURCE	BORROWING	COGNACY	2ID
1093	American_1886	American Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hf_bend ¹/Hbetw	American Sign Language		1886	Gordon 1886			
1094	American_1886	American Sign Language	1		y			¹/Hf_2 ¹/Hth_out ¹/Lpin	155	295	y	¹/Hf_2 ¹/Hth_out ¹/Lpin	American Sign Language		1886	Gordon 1886			
1095	American_1886	American Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	16	18	z	¹/Hf_2 ¹/Hth_acr	American Sign Language		1886	Gordon 1886			
1096	French_1800	French Sign Language	1		a			¹/Hfist	1	1	a	¹/Hfist	Langue des signes française		1800	Sicard 1800			
1097	French_1800	French Sign Language	1		b			¹/Hflat	308	294	b		Langue des signes française		1800	Sicard 1800			
1098	French_1800	French Sign Language	1		c			¹/Hc_all	81	86	c		Langue des signes française		1800	Sicard 1800			
1099	French_1800	French Sign Language	1		d			¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	163	261	d	¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	Langue des signes française		1800	Sicard 1800			
1100	French_1800	French Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Langue des signes française		1800	Sicard 1800			
1101	French_1800	French Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu	Langue des signes française		1800	Sicard 1800			
1102	French_1800	French Sign Language	1		g			¹/Hc_12	8	60	g	¹/Hc_12 	Langue des signes française	transcription?	1800	Sicard 1800			
1103	French_1800	French Sign Language	1		h			¹/Hf_23_s ¹/Hth_acr ¹/Lmid ¹/Hf_str	15	221	h	¹/Hf_23_s ¹/Hth_acr ¹/Lmid ¹/Hf_str	Langue des signes française	transcription?	1800	Sicard 1800			
1104	French_1800	French Sign Language	1		i			¹/Hf_2 ¹/Hth_acr ¹/Lpin	102	279	i	¹/Hf_2 ¹/Hth_acr ¹/Lpin	Langue des signes française		1800	Sicard 1800			
1105	French_1800	French Sign Language	1		j			¹/Hf_2 ¹/Hth_acr ¹/Lpin	105	280	j	¹/Hf_2 ¹/Hth_acr ¹/Lpin	Langue des signes française		1800	Sicard 1800			
1106	French_1800	French Sign Language	1		k			¹/Hf_23_s ¹/Lmid ¹/Hf_str	282	232	k	¹/Hf_23_s ¹/Lmid ¹/Hf_str	Langue des signes française		1800	Sicard 1800			
1107	French_1800	French Sign Language	1		l			¹/Hf_2 ¹/Hth_out	112	282	l	¹/Hf_2 ¹/Hth_out	Langue des signes française		1800	Sicard 1800			
1108	French_1800	French Sign Language	1		m			¹/Hflat ¹/Hf_str ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	m	¹/Hflat ¹/Hf_str ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Langue des signes française		1800	Sicard 1800			
1109	French_1800	French Sign Language	1		n			¹/Hf_23 ¹/Hth_acr	27	255	n	¹/Hf_23 ¹/Hth_acr	Langue des signes française		1800	Sicard 1800			
1110	French_1800	French Sign Language	1		o			¹/Hp_all	119	43	o		Langue des signes française		1800	Sicard 1800			
1111	French_1800	French Sign Language	1		p			¹/Hp_op ¹/Hf_str ¹/Lmid ¹/HLf_mid ¹/Lthu ¹/Lrin ¹/Lpin	203	68	p	¹/Hp_op ¹/Hf_str ¹/Lmid ¹/HLf_mid ¹/Lthu ¹/Lrin ¹/Lpin	Langue des signes française		1800	Sicard 1800			
1112	French_1800	French Sign Language	1		q			¹/Hc_12 ¹/Hf_str ¹/Hth_op	187	132	q	¹/Hc_12 ¹/Hf_str ¹/Hth_op	Langue des signes française		1800	Sicard 1800			
1113	French_1800	French Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lmid ¹/HLf_nl ¹/Lind	189	265	r	¹/Hf_23 ¹/Hth_acr ¹/Lmid ¹/HLf_nl ¹/Lind	Langue des signes française		1800	Sicard 1800			
1114	French_1800	French Sign Language	1		s			¹/Hfist ¹/Hth_acr ¹/Lind ¹/H_opp	193	289	s	¹/Hfist ¹/Hth_acr ¹/Lind ¹/H_opp	Langue des signes française		1800	Sicard 1800			
1115	French_1800	French Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Langue des signes française		1800	Sicard 1800			
1116	French_1800	French Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Langue des signes française		1800	Sicard 1800			
1117	French_1800	French Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Langue des signes française		1800	Sicard 1800			
1118	French_1800	French Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin	Langue des signes française		1800	Sicard 1800			
1119	French_1800	French Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hf_bend ¹/Hbetw	Langue des signes française		1800	Sicard 1800			
1120	French_1800	French Sign Language	1		y			¹/Hf_2 ¹/Lpin	155	295	y	¹/Hf_2 ¹/Lpin	Langue des signes française		1800	Sicard 1800			
1121	French_1800	French Sign Language	1		z			¹/Hf_2	16	18	z	¹/Hf_2 	Langue des signes française		1800	Sicard 1800			
1122	French_1803	French Sign Language	1		a			¹/Hfist	1	1	a		Langue des signes française		1803	Sicard 1803			
1123	French_1803	French Sign Language	1		b			¹/Hflat ¹/Hth_acr	161	29	b	¹/Hflat ¹/Hth_acr	Langue des signes française	Close: ¹/Hflat ¹/Hth_acr ¹/Lind ¹/H_opp	1803	Sicard 1803			
1124	French_1803	French Sign Language	1		c			¹/Hc_all	81	86	c		Langue des signes française		1803	Sicard 1803			
1125	French_1803	French Sign Language	1		d			¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	163	261	d	¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	Langue des signes française		1803	Sicard 1803			
1126	French_1803	French Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Langue des signes française		1803	Sicard 1803			
1127	French_1803	French Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Langue des signes française		1803	Sicard 1803			
1128	French_1803	French Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	8	60	g	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	Langue des signes française		1803	Sicard 1803			
1129	French_1803	French Sign Language	1		h			¹/Hf_23_s ¹/Hth_acr ¹/Lmid ¹/Hf_str	15	221	h	¹/Hf_23_s ¹/Hth_acr ¹/Lmid ¹/Hf_str	Langue des signes française	transcription?	1803	Sicard 1803			
1130	French_1803	French Sign Language	1		i			¹/Hf_2 ¹/Lpin	102	279	i	¹/Hf_2 ¹/Lpin	Langue des signes française		1803	Sicard 1803			
1131	French_1803	French Sign Language	1		j			¹/Hf_2 ¹/Lpin	105	280	j	¹/Hf_2 ¹/Lpin	Langue des signes française		1803	Sicard 1803			
1132	French_1803	French Sign Language	1		k			¹/Hf_23_s ¹/Lmid ¹/Hf_str	282	232	k	¹/Hf_23_s ¹/Lmid ¹/Hf_str	Langue des signes française		1803	Sicard 1803			
1133	French_1803	French Sign Language	1		l			¹/Hf_2 ¹/Hth_acr	326	273	l	¹/Hf_2 ¹/Hth_acr	Langue des signes française		1803	Sicard 1803			
1134	French_1803	French Sign Language	1		m			¹/Hflat	335	336	m	¹/Hflat	Langue des signes française		1803	Sicard 1803			
1135	French_1803	French Sign Language	1		n			¹/Hf_23	339	341	n		Langue des signes française		1803	Sicard 1803			
1136	French_1803	French Sign Language	1		o			¹/Hp_all ¹/Lind ¹/H_opp	119	43	o	¹/Hp_all ¹/Lind ¹/H_opp	Langue des signes française		1803	Sicard 1803			
1137	French_1803	French Sign Language	1		p			¹/Hf_23_s ¹/Lmid ¹/Hf_str ¹/HLf_mid ¹/Lthu	183	131	p	¹/Hf_23_s ¹/Lmid ¹/Hf_str ¹/HLf_mid ¹/Lthu	Langue des signes française		1803	Sicard 1803			
1138	French_1803	French Sign Language	1		q			¹/Hc_12 ¹/Hf_str ¹/Hth_op	187	132	q	¹/Hc_12 ¹/Hf_str ¹/Hth_op	Langue des signes française		1803	Sicard 1803			
1139	French_1803	French Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Langue des signes française		1803	Sicard 1803			
1140	French_1803	French Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Langue des signes française		1803	Sicard 1803			
1141	French_1803	French Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Langue des signes française		1803	Sicard 1803			
1142	French_1803	French Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Langue des signes française		1803	Sicard 1803			
1143	French_1803	French Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Langue des signes française		1803	Sicard 1803			
1144	French_1803	French Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hf_bend ¹/Hbetw	Langue des signes française		1803	Sicard 1803			
1145	French_1803	French Sign Language	1		y			¹/Hf_2 ¹/Hth_out ¹/Lpin	155	295	y	¹/Hf_2 ¹/Hth_out ¹/Lpin	Langue des signes française		1803	Sicard 1803			
1146	French_1803	French Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	16	18	z	¹/Hf_2 ¹/Hth_acr	Langue des signes française		1803	Sicard 1803			
1147	Danish_1926	Danish Sign Language	1		a			¹/Hfist ¹/Hth_acr	279	226	a	¹/Hfist ¹/Hth_acr	Dansk Tegnsprog		1926	Jørgensen 1926			
1148	Danish_1926	Danish Sign Language	1		b			¹/Hflat	308	294	b		Dansk Tegnsprog		1926	Jørgensen 1926			
1149	Danish_1926	Danish Sign Language	1		c			¹/Hc_12	165	195	c		Dansk Tegnsprog		1926	Jørgensen 1926			
1150	Danish_1926	Danish Sign Language	1		d			¹/Hp_op ¹/Lmid	247	180	d	¹/Hp_op ¹/Lmid	Dansk Tegnsprog		1926	Jørgensen 1926			
1151	Danish_1926	Danish Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Dansk Tegnsprog		1926	Jørgensen 1926			
1152	Danish_1926	Danish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Dansk Tegnsprog		1926	Jørgensen 1926	!borrowed!		
1153	Danish_1926	Danish Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu	278	218	g	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu	Dansk Tegnsprog		1926	Jørgensen 1926			
1154	Danish_1926	Danish Sign Language	1		h			¹/Hp_op ¹/Lrin ¹/Lpin	304	285	h	¹/Hp_op ¹/Lrin ¹/Lpin	Dansk Tegnsprog		1926	Jørgensen 1926			
1155	Danish_1926	Danish Sign Language	1		i			¹/Hf_2 ¹/Lpin	102	279	i	¹/Hf_2 ¹/Lpin	Dansk Tegnsprog		1926	Jørgensen 1926			
1156	Danish_1926	Danish Sign Language	1		j			¹/Hf_2 ¹/Lpin	105	280	j	¹/Hf_2 ¹/Lpin	Dansk Tegnsprog		1926	Jørgensen 1926			
1157	Danish_1926	Danish Sign Language	1		k			¹/Hf_2345 ¹/Lind ¹/HLf_side ¹/Lmid ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin	319	307	k	¹/Hf_2345 ¹/Lind ¹/HLf_side ¹/Lmid ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin	Dansk Tegnsprog		1926	Jørgensen 1926			
1158	Danish_1926	Danish Sign Language	1		l			¹/Hf_2 ¹/Hth_op	112	282	l	¹/Hf_2 ¹/Hth_op	Dansk Tegnsprog		1926	Jørgensen 1926			
1159	Danish_1926	Danish Sign Language	1		m			¹/Hflat ¹/Hf_str ¹/Hth_acr ¹/Lpin ¹/Hf_hook	114	168	m	¹/Hflat ¹/Hf_str ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Dansk Tegnsprog		1926	Jørgensen 1926			
1160	Danish_1926	Danish Sign Language	1		n			¹/Hf_23 ¹/Hf_str ¹/Hth_acr	116	137	n	¹/Hf_23 ¹/Hf_str ¹/Hth_acr	Dansk Tegnsprog		1926	Jørgensen 1926			
1161	Danish_1926	Danish Sign Language	1		o			¹/Hp_op	48	15	o		Dansk Tegnsprog		1926	Jørgensen 1926			
1162	Danish_1926	Danish Sign Language	1		p			¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_base ¹/Lthu	201	13	p	¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_base ¹/Lthu	Dansk Tegnsprog		1926	Jørgensen 1926			
1163	Danish_1926	Danish Sign Language	1		q			¹/Hp_op ¹/Hf_hook ¹/Lmid	285	151	q	¹/Hp_op ¹/Hf_hook ¹/Lmid	Dansk Tegnsprog		1926	Jørgensen 1926			
1164	Danish_1926	Danish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Dansk Tegnsprog		1926	Jørgensen 1926			
1165	Danish_1926	Danish Sign Language	1		s			¹/Hf_2 ¹/Hth_acr	36	394	s	¹/Hf_2 ¹/Hth_acr	Dansk Tegnsprog		1926	Jørgensen 1926			
1166	Danish_1926	Danish Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Dansk Tegnsprog		1926	Jørgensen 1926			
1167	Danish_1926	Danish Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog	possible borrowing	1926	Jørgensen 1926		?cognacy?	
1168	Danish_1926	Danish Sign Language	1		v			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	223	46	v	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Dansk Tegnsprog		1926	Jørgensen 1926			
1169	Danish_1926	Danish Sign Language	1		x			¹/Hf_23 ¹/Hth_acr	227	26	x	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog		1926	Jørgensen 1926			
1170	Danish_1926	Danish Sign Language	1		y			¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	351	158	y	¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	Dansk Tegnsprog		1926	Jørgensen 1926			
1171	Danish_1926	Danish Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	492	45	z	¹/Hf_2 ¹/Hth_acr	Dansk Tegnsprog		1926	Jørgensen 1926			
1172	Danish_1907	Danish Sign Language	1		a			¹/Hfist ¹/Hth_acr	279	226	a	¹/Hfist ¹/Hth_acr	Dansk Tegnsprog		1907	Jørgensen 1907			
1173	Danish_1907	Danish Sign Language	1		b			¹/Hflat	308	294	b		Dansk Tegnsprog		1907	Jørgensen 1907			
1174	Danish_1907	Danish Sign Language	1		c			¹/Hc_12	165	195	c		Dansk Tegnsprog		1907	Jørgensen 1907			
1175	Danish_1907	Danish Sign Language	1		d			¹/Hp_op ¹/Lmid	247	180	d	¹/Hp_op ¹/Lmid	Dansk Tegnsprog		1907	Jørgensen 1907			
1176	Danish_1907	Danish Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Dansk Tegnsprog		1907	Jørgensen 1907			
1177	Danish_1907	Danish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Dansk Tegnsprog		1907	Jørgensen 1907	!borrowed!		
1178	Danish_1907	Danish Sign Language	1		g			¹/Hp_op ¹/Hf_hook ¹/Lmid	278	218	g	¹/Hp_op ¹/Hf_hook ¹/Lmid	Dansk Tegnsprog		1907	Jørgensen 1907			
1179	Danish_1907	Danish Sign Language	1		h			¹/Hp_op ¹/Lrin ¹/Lpin	304	285	h	¹/Hp_op ¹/Lrin ¹/Lpin	Dansk Tegnsprog		1907	Jørgensen 1907			
1180	Danish_1907	Danish Sign Language	1		i			¹/Hf_2 ¹/Lpin	102	279	i	¹/Hf_2 ¹/Lpin	Dansk Tegnsprog		1907	Jørgensen 1907			
1181	Danish_1907	Danish Sign Language	1		j			¹/Hf_2 ¹/Lpin	105	280	j	¹/Hf_2 ¹/Lpin	Dansk Tegnsprog		1907	Jørgensen 1907			
1182	Danish_1907	Danish Sign Language	1		k			¹/Hf_23 ¹/Hth_acr	282	232	k	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog		1907	Jørgensen 1907			
1183	Danish_1907	Danish Sign Language	1		l			¹/Hf_2 ¹/Hth_op	112	282	l	¹/Hf_2 ¹/Hth_op	Dansk Tegnsprog		1907	Jørgensen 1907			
1184	Danish_1907	Danish Sign Language	1		m			¹/Hflat ¹/Hf_str ¹/Hth_acr ¹/Lpin ¹/Hf_hook	114	168	m	¹/Hflat ¹/Hf_str ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Dansk Tegnsprog		1907	Jørgensen 1907			
1185	Danish_1907	Danish Sign Language	1		n			¹/Hf_23 ¹/Hf_str ¹/Hth_acr	116	137	n	¹/Hf_23 ¹/Hf_str ¹/Hth_acr	Dansk Tegnsprog		1907	Jørgensen 1907			
1186	Danish_1907	Danish Sign Language	1		o			¹/Hp_op	48	15	o		Dansk Tegnsprog		1907	Jørgensen 1907			
1187	Danish_1907	Danish Sign Language	1		p			¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_base ¹/Lthu	201	13	p	¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_base ¹/Lthu	Dansk Tegnsprog		1907	Jørgensen 1907			
1188	Danish_1907	Danish Sign Language	1		q			¹/Hp_op ¹/Hf_hook ¹/Lmid	285	151	q	¹/Hp_op ¹/Hf_hook ¹/Lmid	Dansk Tegnsprog		1907	Jørgensen 1907			
1189	Danish_1907	Danish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Dansk Tegnsprog		1907	Jørgensen 1907			
1190	Danish_1907	Danish Sign Language	1		s			¹/Hf_2 ¹/Hth_acr	36	394	s	¹/Hf_2 ¹/Hth_acr	Dansk Tegnsprog		1907	Jørgensen 1907			
1191	Danish_1907	Danish Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Dansk Tegnsprog		1907	Jørgensen 1907			
1192	Danish_1907	Danish Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog	possible borrowing	1907	Jørgensen 1907		?cognacy?	
1193	Danish_1907	Danish Sign Language	1		v			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	223	46	v	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Dansk Tegnsprog		1907	Jørgensen 1907			
1194	Danish_1907	Danish Sign Language	1		x			¹/Hf_23 ¹/Hth_acr	227	26	x	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog		1907	Jørgensen 1907			
1195	Danish_1907	Danish Sign Language	1		y			¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	351	158	y	¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	Dansk Tegnsprog		1907	Jørgensen 1907			
1196	Danish_1907	Danish Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	492	45	z	¹/Hf_2 ¹/Hth_acr	Dansk Tegnsprog		1907	Jørgensen 1907			
1197	Danish_1871	Danish Sign Language	1		a			¹/Hfist	1	1	a		Dansk Tegnsprog		1871	Møller 1871			
1198	Danish_1871	Danish Sign Language	1		b			¹/Hflat	308	294	b		Dansk Tegnsprog		1871	Møller 1871			
1199	Danish_1871	Danish Sign Language	1		c			¹/Hc_12	165	195	c		Dansk Tegnsprog		1871	Møller 1871			
1200	Danish_1871	Danish Sign Language	1		d			¹/Hp_op ¹/Lmid	247	180	d	¹/Hp_op ¹/Lmid	Dansk Tegnsprog		1871	Møller 1871			
1201	Danish_1871	Danish Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr	Dansk Tegnsprog		1871	Møller 1871			
1202	Danish_1871	Danish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu	Dansk Tegnsprog		1871	Møller 1871	!borrowed!		
1203	Danish_1871	Danish Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_side ¹/Lthu	278	218	g	¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_side ¹/Lthu	Dansk Tegnsprog		1871	Møller 1871			
1204	Danish_1871	Danish Sign Language	1		h			¹/Hp_op ¹/Lrin ¹/Lpin	304	285	h	¹/Hp_op ¹/Lrin ¹/Lpin	Dansk Tegnsprog		1871	Møller 1871			
1205	Danish_1871	Danish Sign Language	1		i			¹/Hf_2 ¹/Lpin	102	279	i	¹/Hf_2 ¹/Lpin	Dansk Tegnsprog		1871	Møller 1871			
1206	Danish_1871	Danish Sign Language	1		j			¹/Hf_2 ¹/Hth_acr ¹/Lpin	105	280	j	¹/Hf_2 ¹/Hth_acr ¹/Lpin	Dansk Tegnsprog		1871	Møller 1871			
1207	Danish_1871	Danish Sign Language	1		k			¹/Hf_23_s ¹/Hth_acr	282	232	k	¹/Hf_23_s ¹/Hth_acr	Dansk Tegnsprog		1871	Møller 1871			
1208	Danish_1871	Danish Sign Language	1		l			¹/Hf_2 ¹/Hth_out	112	282	l	¹/Hf_2 ¹/Hth_out	Dansk Tegnsprog		1871	Møller 1871			
1209	Danish_1871	Danish Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	m	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Dansk Tegnsprog		1871	Møller 1871			
1210	Danish_1871	Danish Sign Language	1		n			¹/Hf_23 ¹/Hth_acr	27	255	n	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog		1871	Møller 1871			
1211	Danish_1871	Danish Sign Language	1		o			¹/Hp_op	48	15	o		Dansk Tegnsprog		1871	Møller 1871			
1212	Danish_1871	Danish Sign Language	1		p			¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_mid ¹/Lthu	201	13	p	¹/Hp_op ¹/Lmid ¹/Hf_str ¹/HLf_mid ¹/Lthu	Dansk Tegnsprog		1871	Møller 1871			
1213	Danish_1871	Danish Sign Language	1		q			¹/Hp_op ¹/Hf_hook ¹/Lmid	285	151	q	¹/Hp_op ¹/Hf_hook ¹/Lmid	Dansk Tegnsprog		1871	Møller 1871			
1214	Danish_1871	Danish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Dansk Tegnsprog		1871	Møller 1871			
1215	Danish_1871	Danish Sign Language	1		s			¹/Hf_2 ¹/Hth_acr	36	394	s	¹/Hf_2 ¹/Hth_acr	Dansk Tegnsprog		1871	Møller 1871			
1216	Danish_1871	Danish Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Dansk Tegnsprog		1871	Møller 1871			
1217	Danish_1871	Danish Sign Language	1		u			¹/Hf_23_s ¹/Hth_acr	122	10	u	¹/Hf_23_s ¹/Hth_acr	Dansk Tegnsprog		1871	Møller 1871			
1218	Danish_1871	Danish Sign Language	1		v			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	223	46	v	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Dansk Tegnsprog		1871	Møller 1871			
1219	Danish_1871	Danish Sign Language	1		x			¹/Hf_23 ¹/Hth_acr	227	26	x	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog		1871	Møller 1871			
1220	Danish_1871	Danish Sign Language	1		y			¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	351	158	y	¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	Dansk Tegnsprog		1871	Møller 1871			
1221	Danish_1871	Danish Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	492	45	z	¹/Hf_2 ¹/Hth_acr	Dansk Tegnsprog		1871	Møller 1871			
1222	Russian_1835	Russian Sign Language	1		a			¹/Hfist	1	1	а		Русский Жестовый Язык		1835	Fleri 1835			
1223	Russian_1835	Russian Sign Language	1		б			¹/Hflat ¹/Hf_bend ¹/Lind	261	207	б	¹/Hflat ¹/Hf_bend ¹/Lind	Русский Жестовый Язык		1835	Fleri 1835			
1224	Russian_1835	Russian Sign Language	1		b			¹/Hflat	308	294	в		Русский Жестовый Язык		1835	Fleri 1835			
1225	Russian_1835	Russian Sign Language	1		g			¹/Hf_2 ¹/Hth_out	5	4	г	¹/Hf_2 ¹/Hth_out	Русский Жестовый Язык		1835	Fleri 1835			
1226	Russian_1835	Russian Sign Language	1		d			¹/Hf_23_s ¹/Hth_acr	10	154	д	¹/Hf_23_s ¹/Hth_acr	Русский Жестовый Язык		1835	Fleri 1835			
